num  isNewUserForCar  isNewUserForOnePrice  userType  flyIntervalDayRange  cityCode  airportCode  airportTerminal  depTimeRange  arrTimeRange  isInterFlight  tripType  id
448  -1  0  -1  5  *  INC  *  *  *  0  1  B28
449  -1  0  -1  5  *  XNN  *  *  *  0  1  B29
450  -1  0  -1  5  *  TAO  *  *  *  0  1  B30
451  -1  0  -1  5  *  ZUH  *  *  *  0  1  B31
452  -1  0  -1  5  *  KHN  *  *  *  0  1  B32
453  -1  0  -1  5  *  SJW  *  *  *  0  1  B33
454  -1  0  -1  5  *  TYN  *  *  *  0  1  B34
455  -1  0  -1  5  *  LHW  *  *  *  0  1  B35
456  -1  0  -1  5  *  JJN  *  *  *  0  1  B36
457  -1  0  -1  5  *  BHY  *  *  *  0  1  B37
458  -1  0  -1  5  *  HET  *  *  *  0  1  B38
459  -1  0  -1  5  *  DLC  *  *  *  0  1  B39
460  -1  0  -1  5  *  WNZ  *  *  *  0  1  B40
461  -1  0  -1  5  *  KWL  *  *  *  0  1  B41
462  -1  0  -1  5  *  NGB  *  *  *  0  1  B42
463  -1  0  -1  5  *  WUX  *  *  *  0  1  B43
464  -1  0  -1  5  *  CZX  *  *  *  0  1  B44
465  -1  0  -1  5  *  MIG  *  *  *  0  1  B45
466  -1  0  -1  5  *  XUZ  *  *  *  0  1  B46
467  -1  0  -1  5  *  NTG  *  *  *  0  1  B47
468  -1  0  -1  5  *  YIW  *  *  *  0  1  B48
469  -1  0  -1  5  *  BAV  *  *  *  0  1  B49
470  -1  0  -1  5  *  HLD  *  *  *  0  1  B50
471  -1  0  -1  5  *  HYN  *  *  *  0  1  B51
472  -1  0  -1  5  *  DNH  *  *  *  0  1  B52
473  -1  0  -1  5  *  YIN  *  *  *  0  1  B53
474  -1  0  -1  5  *  JHG  *  *  *  0  1  B54
475  -1  0  -1  5  *  DLU  *  *  *  0  1  B55
476  -1  0  -1  5  *  LXA  *  *  *  0  1  B56
477  -1  0  -1  5  *  LZH  *  *  *  0  1  B57
478  -1  1  -1  5  *  PEK  *  *  *  0  1  B58
479  -1  1  -1  5  *  SZX  *  *  *  0  1  B59
480  -1  1  -1  5  *  XIY  *  *  *  0  1  B60
481  -1  1  -1  5  *  CAN  *  *  *  0  1  B61
482  -1  1  -1  5  *  CTU  *  *  *  0  1  B62
483  -1  1  -1  5  *  SHA  *  *  *  0  1  B63
484  -1  1  -1  5  *  HGH  *  *  *  0  1  B64
485  -1  1  -1  5  *  WUH  *  *  *  0  1  B65
486  -1  1  -1  5  *  PVG  *  *  *  0  1  B66
487  -1  1  -1  5  *  XMN  *  *  *  0  1  B67
488  -1  1  -1  5  *  CSX  *  *  *  0  1  B68
489  -1  1  -1  5  *  CKG  *  *  *  0  1  B69
490  -1  1  -1  5  *  URC  *  *  *  0  1  B70
491  -1  1  -1  5  *  SYX  *  *  *  0  1  B71
492  -1  1  -1  5  *  KMG  *  *  *  0  1  B72
493  -1  1  -1  5  *  NKG  *  *  *  0  1  B73
494  -1  1  -1  5  *  HRB  *  *  *  0  1  B74
495  -1  1  -1  5  *  KWE  *  *  *  0  1  B75
496  -1  1  -1  5  *  SHE  *  *  *  0  1  B76
497  -1  1  -1  5  *  FOC  *  *  *  0  1  B77
498  -1  1  -1  5  *  CGO  *  *  *  0  1  B78
499  -1  1  -1  5  *  NNG  *  *  *  0  1  B79
500  -1  1  -1  5  *  TSN  *  *  *  0  1  B80
501  -1  1  -1  5  *  TNA  *  *  *  0  1  B81
502  -1  1  -1  5  *  HFE  *  *  *  0  1  B82
503  -1  1  -1  5  *  HAK  *  *  *  0  1  B83
504  -1  1  -1  5  *  CGQ  *  *  *  0  1  B84
505  -1  1  -1  5  *  INC  *  *  *  0  1  B85
506  -1  1  -1  5  *  XNN  *  *  *  0  1  B86
507  -1  1  -1  5  *  TAO  *  *  *  0  1  B87
508  -1  1  -1  5  *  ZUH  *  *  *  0  1  B88
509  -1  1  -1  5  *  KHN  *  *  *  0  1  B89
510  -1  1  -1  5  *  SJW  *  *  *  0  1  B90
511  -1  1  -1  5  *  TYN  *  *  *  0  1  B91
512  -1  1  -1  5  *  LHW  *  *  *  0  1  B92
513  -1  1  -1  5  *  JJN  *  *  *  0  1  B93
514  -1  1  -1  5  *  BHY  *  *  *  0  1  B94
515  -1  1  -1  5  *  HET  *  *  *  0  1  B95
516  -1  1  -1  5  *  DLC  *  *  *  0  1  B96
517  -1  1  -1  5  *  WNZ  *  *  *  0  1  B97
518  -1  1  -1  5  *  KWL  *  *  *  0  1  B98
519  -1  1  -1  5  *  NGB  *  *  *  0  1  B99
520  -1  1  -1  5  *  WUX  *  *  *  0  1  B100
521  -1  1  -1  5  *  CZX  *  *  *  0  1  B101
522  -1  1  -1  5  *  MIG  *  *  *  0  1  B102
523  -1  1  -1  5  *  XUZ  *  *  *  0  1  B103
524  -1  1  -1  5  *  NTG  *  *  *  0  1  B104
525  -1  1  -1  5  *  YIW  *  *  *  0  1  B105
526  -1  1  -1  5  *  BAV  *  *  *  0  1  B106
527  -1  1  -1  5  *  HLD  *  *  *  0  1  B107
528  -1  1  -1  5  *  HYN  *  *  *  0  1  B108
529  -1  1  -1  5  *  DNH  *  *  *  0  1  B109
530  -1  1  -1  5  *  YIN  *  *  *  0  1  B110
531  -1  1  -1  5  *  JHG  *  *  *  0  1  B111
532  -1  1  -1  5  *  DLU  *  *  *  0  1  B112
533  -1  1  -1  5  *  LXA  *  *  *  0  1  B113
534  -1  1  -1  5  *  LZH  *  *  *  0  1  B114
535  -1  -1  -1  3�5  BJS  *  *  *  *  0  1  C1
536  -1  -1  -1  3�5  SHA  *  *  *  *  0  1  C2
537  -1  -1  -1  3�5  SZX  *  *  *  *  0  1  C3
538  -1  -1  -1  3�5  CAN  *  *  *  *  0  1  C4
539  -1  -1  -1  3�5  HGH  *  *  *  *  0  1  C5
540  -1  -1  -1  3�5  WUH  *  *  *  *  0  1  C6
541  -1  -1  -1  3�5  FOK  *  *  *  *  0  1  C7
542  -1  -1  -1  3�5  CSX  *  *  *  *  0  1  C8
543  -1  -1  -1  3�5  CTU  *  *  *  *  0  1  C9
544  -1  -1  -1  3�5  XMN  *  *  *  *  0  1  C10
545  -1  -1  0  1�3  BJS  *  *  20:00-23:59  05:00-07:59  0  1  D1
546  -1  -1  0  1�3  SHA  *  *  20:00-23:59  05:00-07:59  0  1  D2
547  -1  -1  0  1�3  CAN  *  *  20:00-23:59  05:00-07:59  0  1  D3
548  -1  -1  0  1�3  SZX  *  *  20:00-23:59  05:00-07:59  0  1  D4
549  -1  -1  0  1�3  WUH  *  *  20:00-23:59  05:00-07:59  0  1  D5
550  -1  -1  0  1�3  FOK  *  *  20:00-23:59  05:00-07:59  0  1  D6
551  -1  -1  0  1�3  CSX  *  *  20:00-23:59  05:00-07:59  0  1  D7
552  -1  -1  0  1�3  HGH  *  *  20:00-23:59  05:00-07:59  0  1  D8
553  -1  -1  0  1�3  CKG  *  *  20:00-23:59  05:00-07:59  0  1  D9
554  -1  -1  0  1�3  CTU  *  *  20:00-23:59  05:00-07:59  0  1  D10
555  -1  -1  1  1�3  BJS  *  *  20:00-23:59  05:00-07:59  0  1  D11
556  -1  -1  1  1�3  SHA  *  *  20:00-23:59  05:00-07:59  0  1  D12
557  -1  -1  1  1�3  CAN  *  *  20:00-23:59  05:00-07:59  0  1  D13
558  -1  -1  1  1�3  SZX  *  *  20:00-23:59  05:00-07:59  0  1  D14
559  -1  -1  1  1�3  WUH  *  *  20:00-23:59  05:00-07:59  0  1  D15
560  -1  -1  1  1�3  FOK  *  *  20:00-23:59  05:00-07:59  0  1  D16
561  -1  -1  1  1�3  CSX  *  *  20:00-23:59  05:00-07:59  0  1  D17
562  -1  -1  1  1�3  HGH  *  *  20:00-23:59  05:00-07:59  0  1  D18
563  -1  -1  1  1�3  CKG  *  *  20:00-23:59  05:00-07:59  0  1  D19
564  -1  -1  1  1�3  CTU  *  *  20:00-23:59  05:00-07:59  0  1  D20
565  -1  -1  0  1�3  XMN  *  *  *  *  0  1  E1
566  -1  -1  0  1�3  HGH  *  *  *  *  0  1  E2
567  -1  -1  0  1�3  CTU  *  *  *  *  0  1  E3
568  -1  -1  1  1�3  XMN  *  *  *  *  0  1  E4
569  -1  -1  1  1�3  HGH  *  *  *  *  0  1  E5
570  -1  -1  1  1�3  CTU  *  *  *  *  0  1  E6
571  -1  -1  -1  1�3  *  HKG  *  *  *  1  1  F1
572  -1  -1  -1  1�3  CTU  *  T2  *  *  0  1  G1
